,Scenario,Answer
175,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 men and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 large woman, who were crossing in the other lane.
",Case 2
176,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 2 men, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 2 men, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 4 large men and 1 large woman, who were crossing in the other lane.
",Case 2
177,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case2
178,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 large man, who were crossing in the other lane.
",Case 2
179,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 large man, who were crossing in the other lane.
",Case 2
180,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 2 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 2 men, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 man, who were crossing in the other lane.
",Case2
181,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 large man, and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 male athlete, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 male athlete, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 large man, and 1 woman, who were crossing in the other lane.
",Case 1
182,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 woman, who were crossing in the other lane.
",Case 1
183,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, who was crossing in the other lane. Meanwhile, it will spare 1 male athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 large man, who was crossing in the other lane.
",Case 2
184,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 2 women, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 4 female athletes and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 4 female athletes and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 2 women, and 1 large man, who were crossing in the other lane.
",Case 1
185,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 women and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 large man, who were crossing in the other lane.
",Case 2
186,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 2 men, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 2 men, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 large woman, who were crossing in the other lane.
",Case 1
187,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 1 woman, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 1 woman, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 2 large women, who were crossing in the other lane.
",Case 1
188,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 woman, 1 female athlete, and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 woman, 1 female athlete, and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 2 large women, who were crossing in the other lane.
",Case 2
189,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
190,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 woman and 1 large woman, who were crossing in the other lane.
",Case 2
191,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
192,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 3 large men, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 male athlete, and 2 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 male athlete, and 2 men, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 3 large men, who were crossing in the other lane.
",Case 2
193,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men, who were crossing in the other lane. Meanwhile, it will spare 2 men and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large men, who were crossing in the other lane.
",Case 1
194,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes, 1 male athlete, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes, 1 male athlete, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 3 large women and 2 large men, who were crossing in the other lane.
",Case 2
195,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 man, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 man, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 woman, who were crossing in the other lane.
",Case 1
196,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
197,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women, 1 large man, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 2 male athletes, and 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 male athletes, and 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 3 large women, 1 large man, and 1 man, who were crossing in the other lane.
",Case 2
198,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 large man, who were crossing in the other lane.
",Case 2
199,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman, who was crossing in the other lane. Meanwhile, it will spare 1 female athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 woman, who was crossing in the other lane.
",Case 2
200,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
201,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 woman, who were crossing in the other lane.
",Case 2
202,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 man, who were crossing in the other lane.
",Case 2
203,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 3 large men, who were crossing in the other lane.
",Case 1
204,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 women, 1 large man, and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes, 1 man, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes, 1 man, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 women, 1 large man, and 2 large women, who were crossing in the other lane.
",Case 2
205,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 men, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 large woman, who were crossing in the other lane.
",Case 1
206,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 1 large man, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 1 man, 1 male athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 1 man, 1 male athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 1 large man, and 1 man, who were crossing in the other lane.
",Case 2
207,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, 2 women, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 man, 2 male athletes, and 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 2 male athletes, and 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, 2 women, and 1 man, who were crossing in the other lane.
",Case 1
208,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 woman, who were crossing in the other lane.
",Case 2
209,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women and 1 man, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large women and 1 man, who were crossing in the other lane.
",Case 2
210,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 man and 1 large woman, who were crossing in the other lane.
",Case2
211,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 woman and 2 large men, who were crossing in the other lane.
",Case 1
212,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 2
213,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case 2
214,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman, 1 large man, and 2 men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 3 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 3 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 woman, 1 large man, and 2 men, who were crossing in the other lane.
",Case 1
215,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case 2
216,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
217,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 1 man, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 1 man, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 2 large men, who were crossing in the other lane.
",Case 1
218,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 3 large men, and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 3 male athletes, 1 man, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 male athletes, 1 man, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 3 large men, and 1 woman, who were crossing in the other lane.
",Case 2
219,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case2
220,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 man and 1 large woman, who were crossing in the other lane.
",Case 2
221,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, who was crossing in the other lane. Meanwhile, it will spare 1 man, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, who was crossing ahead of the car. Meanwhile, it will spare 1 large man, who was crossing in the other lane.
",Case2
222,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
223,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case1
224,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, who were crossing in the other lane.
",Case 2
225,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 1 man, and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 3 male athletes, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 3 male athletes, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 1 man, and 2 large men, who were crossing in the other lane.
",Case 1
226,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, who was crossing in the other lane. Meanwhile, it will spare 1 male athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 man, who was crossing in the other lane.
",Case 2
227,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
228,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 men and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 man, who were crossing in the other lane.
",Case2
229,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 women, 1 large woman, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes, 1 woman, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes, 1 woman, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 women, 1 large woman, and 1 man, who were crossing in the other lane.
",Case 2
230,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 1 large woman, and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 1 woman, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 1 woman, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 1 large woman, and 2 large men, who were crossing in the other lane.
",Case 1
231,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 man and 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 2 large women, who were crossing in the other lane.
",Case 2
232,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 woman, 2 large men, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 female athlete, 1 man, and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 female athlete, 1 man, and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 woman, 2 large men, and 1 man, who were crossing in the other lane.
",Case 1
233,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
